gen,strategy,rms,max_pct,noble_rms,halogen_rms,mono_breaks,n_above_20,elapsed_s,is_best
547,Explore,0,0,0,0,0,0,0.313274,0
548,Refine,0,0,0,0,0,0,0.486056,0
549,Block,0,0,0,0,0,0,0.344662,0
550,Shell,0,0,0,0,0,0,0.341586,0
551,Weighted,0,0,0,0,0,0,0.329351,0
552,Fresh,0,0,0,0,0,0,0.346063,0
553,Explore,0,0,0,0,0,0,0.32544,0
554,Refine,0,0,0,0,0,0,0.505092,0
555,Block,0,0,0,0,0,0,0.339564,0
556,Shell,0,0,0,0,0,0,0.355092,0
557,Weighted,0,0,0,0,0,0,0.327358,0
558,Fresh,0,0,0,0,0,0,0.335424,0
559,Explore,0,0,0,0,0,0,0.34739,0
560,Refine,0,0,0,0,0,0,0.532477,0
561,Block,0,0,0,0,0,0,0.343077,0
562,Shell,0,0,0,0,0,0,0.344515,0
563,Weighted,0,0,0,0,0,0,0.334784,0
564,Fresh,0,0,0,0,0,0,0.306614,0
565,Explore,0,0,0,0,0,0,0.368513,0
566,Refine,0,0,0,0,0,0,0.492964,0
567,Block,0,0,0,0,0,0,0.344802,0
568,Shell,0,0,0,0,0,0,0.342587,0
569,Weighted,0,0,0,0,0,0,0.322478,0
570,Fresh,0,0,0,0,0,0,0.334162,0
571,Explore,0,0,0,0,0,0,0.340334,0
572,Refine,0,0,0,0,0,0,0.499511,0
573,Block,0,0,0,0,0,0,0.350062,0
574,Shell,0,0,0,0,0,0,0.338629,0
575,Weighted,0,0,0,0,0,0,0.320013,0
576,Fresh,0,0,0,0,0,0,0.30547,0
577,Explore,0,0,0,0,0,0,0.328316,0
578,Refine,0,0,0,0,0,0,0.471388,0
579,Block,0,0,0,0,0,0,0.336355,0
580,Shell,0,0,0,0,0,0,0.342734,0
581,Weighted,0,0,0,0,0,0,0.328,0
582,Fresh,0,0,0,0,0,0,0.338785,0
583,Explore,0,0,0,0,0,0,0.358869,0
584,Refine,0,0,0,0,0,0,0.480967,0
585,Block,0,0,0,0,0,0,0.346802,0
586,Shell,0,0,0,0,0,0,0.335292,0
587,Weighted,0,0,0,0,0,0,0.315088,0
588,Fresh,0,0,0,0,0,0,0.325279,0
589,Explore,0,0,0,0,0,0,0.328573,0
590,Refine,0,0,0,0,0,0,0.492458,0
591,Block,0,0,0,0,0,0,0.356401,0
592,Shell,0,0,0,0,0,0,0.397772,0
593,Weighted,0,0,0,0,0,0,0.32839,0
594,Fresh,0,0,0,0,0,0,0.355127,0
595,Explore,0,0,0,0,0,0,0.331081,0
596,Refine,0,0,0,0,0,0,0.507918,0
597,Block,0,0,0,0,0,0,0.355092,0
598,Shell,0,0,0,0,0,0,0.355321,0
599,Weighted,0,0,0,0,0,0,0.327708,0
600,Fresh,0,0,0,0,0,0,0.307072,0
601,Explore,0,0,0,0,0,0,0.326719,0
602,Refine,0,0,0,0,0,0,0.497957,0
603,Block,0,0,0,0,0,0,0.336447,0
604,Shell,0,0,0,0,0,0,0.33817,0
605,Weighted,0,0,0,0,0,0,0.299505,0
606,Fresh,0,0,0,0,0,0,0.341487,0
607,Explore,0,0,0,0,0,0,0.324815,0
608,Refine,0,0,0,0,0,0,0.487703,0
609,Block,0,0,0,0,0,0,0.344071,0
610,Shell,0,0,0,0,0,0,0.341969,0
611,Weighted,0,0,0,0,0,0,0.327902,0
612,Fresh,0,0,0,0,0,0,0.293206,0
613,Explore,0,0,0,0,0,0,0.301899,0
614,Refine,0,0,0,0,0,0,0.478815,0
615,Block,0,0,0,0,0,0,0.339966,0
616,Shell,0,0,0,0,0,0,0.349415,0
617,Weighted,0,0,0,0,0,0,0.333677,0
618,Fresh,0,0,0,0,0,0,0.33203,0
619,Explore,0,0,0,0,0,0,0.296936,0
620,Refine,0,0,0,0,0,0,0.496435,0
621,Block,0,0,0,0,0,0,0.338034,0
622,Shell,0,0,0,0,0,0,0.336189,0
623,Weighted,0,0,0,0,0,0,0.312351,0
624,Fresh,0,0,0,0,0,0,0.303364,0
625,Explore,0,0,0,0,0,0,0.31288,0
626,Refine,0,0,0,0,0,0,0.485041,0
627,Block,0,0,0,0,0,0,0.340728,0
628,Shell,0,0,0,0,0,0,0.337895,0
629,Weighted,0,0,0,0,0,0,0.337665,0
630,Fresh,0,0,0,0,0,0,0.325521,0
631,Explore,0,0,0,0,0,0,0.315827,0
632,Refine,0,0,0,0,0,0,0.49819,0
633,Block,0,0,0,0,0,0,0.337683,0
634,Shell,0,0,0,0,0,0,0.342596,0
635,Weighted,0,0,0,0,0,0,0.315585,0
636,Fresh,0,0,0,0,0,0,0.313579,0
637,Explore,0,0,0,0,0,0,0.304462,0
638,Refine,0,0,0,0,0,0,0.494208,0
639,Block,0,0,0,0,0,0,0.338378,0
640,Shell,0,0,0,0,0,0,0.339002,0
641,Weighted,0,0,0,0,0,0,0.359134,0
642,Fresh,0,0,0,0,0,0,0.337181,0
643,Explore,0,0,0,0,0,0,0.322335,0
644,Refine,0,0,0,0,0,0,0.560419,0
645,Block,0,0,0,0,0,0,0.338094,0
646,Shell,0,0,0,0,0,0,0.335203,0
647,Weighted,0,0,0,0,0,0,0.31631,0
648,Fresh,0,0,0,0,0,0,0.29644,0
649,Explore,0,0,0,0,0,0,0.327484,0
650,Refine,0,0,0,0,0,0,0.507884,0
651,Block,0,0,0,0,0,0,0.382163,0
652,Shell,0,0,0,0,0,0,0.342535,0
653,Weighted,0,0,0,0,0,0,0.330605,0
654,Fresh,0,0,0,0,0,0,0.329466,0
655,Explore,0,0,0,0,0,0,0.342168,0
656,Refine,0,0,0,0,0,0,0.521158,0
657,Block,0,0,0,0,0,0,0.363328,0
658,Shell,0,0,0,0,0,0,0.34391,0
659,Weighted,0,0,0,0,0,0,0.304347,0
660,Fresh,0,0,0,0,0,0,0.320564,0
661,Explore,0,0,0,0,0,0,0.332052,0
662,Refine,0,0,0,0,0,0,0.508139,0
663,Block,0,0,0,0,0,0,0.346366,0
664,Shell,0,0,0,0,0,0,0.344859,0
665,Weighted,0,0,0,0,0,0,0.346525,0
666,Fresh,0,0,0,0,0,0,0.355236,0
667,Explore,0,0,0,0,0,0,0.323589,0
668,Refine,0,0,0,0,0,0,0.495146,0
669,Block,0,0,0,0,0,0,0.34416,0
670,Shell,0,0,0,0,0,0,0.341498,0
671,Weighted,0,0,0,0,0,0,0.339501,0
672,Fresh,0,0,0,0,0,0,0.34477,0
673,Explore,0,0,0,0,0,0,0.327993,0
674,Refine,0,0,0,0,0,0,0.512033,0
675,Block,0,0,0,0,0,0,0.341286,0
676,Shell,0,0,0,0,0,0,0.343191,0
677,Weighted,0,0,0,0,0,0,0.334928,0
678,Fresh,0,0,0,0,0,0,0.330886,0
679,Explore,0,0,0,0,0,0,0.336855,0
680,Refine,0,0,0,0,0,0,0.492571,0
681,Block,0,0,0,0,0,0,0.341602,0
682,Shell,0,0,0,0,0,0,0.340328,0
683,Weighted,0,0,0,0,0,0,0.323854,0
684,Fresh,0,0,0,0,0,0,0.309601,0
685,Explore,0,0,0,0,0,0,0.327879,0
686,Refine,0,0,0,0,0,0,0.503642,0
687,Block,0,0,0,0,0,0,0.34379,0
688,Shell,0,0,0,0,0,0,0.341647,0
689,Weighted,0,0,0,0,0,0,0.343181,0
690,Fresh,0,0,0,0,0,0,0.343974,0
691,Explore,0,0,0,0,0,0,0.338425,0
692,Refine,0,0,0,0,0,0,0.515258,0
693,Block,0,0,0,0,0,0,0.343372,0
694,Shell,0,0,0,0,0,0,0.344101,0
695,Weighted,0,0,0,0,0,0,0.339532,0
696,Fresh,0,0,0,0,0,0,0.341449,0
697,Explore,0,0,0,0,0,0,0.370648,0
698,Refine,0,0,0,0,0,0,0.497598,0
699,Block,0,0,0,0,0,0,0.344545,0
700,Shell,0,0,0,0,0,0,0.343726,0
701,Weighted,0,0,0,0,0,0,0.345371,0
702,Fresh,0,0,0,0,0,0,0.330473,0
703,Explore,0,0,0,0,0,0,0.338104,0
704,Refine,0,0,0,0,0,0,0.489763,0
705,Block,0,0,0,0,0,0,0.341236,0
706,Shell,0,0,0,0,0,0,0.343762,0
707,Weighted,0,0,0,0,0,0,0.324649,0
708,Fresh,0,0,0,0,0,0,0.305969,0
709,Explore,0,0,0,0,0,0,0.332873,0
710,Refine,0,0,0,0,0,0,0.501758,0
711,Block,0,0,0,0,0,0,0.345192,0
712,Shell,0,0,0,0,0,0,0.343828,0
713,Weighted,0,0,0,0,0,0,0.3095,0
714,Fresh,0,0,0,0,0,0,0.312814,0
715,Explore,0,0,0,0,0,0,0.320642,0
716,Refine,0,0,0,0,0,0,0.507955,0
717,Block,0,0,0,0,0,0,0.345615,0
718,Shell,0,0,0,0,0,0,0.344003,0
719,Weighted,0,0,0,0,0,0,0.325305,0
720,Fresh,0,0,0,0,0,0,0.345171,0
721,Explore,0,0,0,0,0,0,0.333845,0
722,Refine,0,0,0,0,0,0,0.52413,0
723,Block,0,0,0,0,0,0,0.343181,0
724,Shell,0,0,0,0,0,0,0.34474,0
725,Weighted,0,0,0,0,0,0,0.345867,0
726,Fresh,0,0,0,0,0,0,0.322681,0
727,Explore,0,0,0,0,0,0,0.336455,0
728,Refine,0,0,0,0,0,0,0.505952,0
729,Block,0,0,0,0,0,0,0.341116,0
730,Shell,0,0,0,0,0,0,0.338368,0
731,Weighted,0,0,0,0,0,0,0.338681,0
732,Fresh,0,0,0,0,0,0,0.308949,0
733,Explore,0,0,0,0,0,0,0.317283,0
734,Refine,0,0,0,0,0,0,0.498848,0
735,Block,0,0,0,0,0,0,0.343811,0
736,Shell,0,0,0,0,0,0,0.342031,0
737,Weighted,0,0,0,0,0,0,0.297108,0
738,Fresh,0,0,0,0,0,0,0.369606,0
739,Explore,0,0,0,0,0,0,0.308089,0
740,Refine,0,0,0,0,0,0,0.503405,0
741,Block,0,0,0,0,0,0,0.345003,0
742,Shell,0,0,0,0,0,0,0.341369,0
743,Weighted,0,0,0,0,0,0,0.32585,0
744,Fresh,0,0,0,0,0,0,0.348313,0
745,Explore,0,0,0,0,0,0,0.320114,0
746,Refine,0,0,0,0,0,0,0.469425,0
747,Block,0,0,0,0,0,0,0.340767,0
748,Shell,0,0,0,0,0,0,0.345229,0
749,Weighted,0,0,0,0,0,0,0.317725,0
750,Fresh,0,0,0,0,0,0,0.336116,0
751,Explore,0,0,0,0,0,0,0.316699,0
752,Refine,0,0,0,0,0,0,0.50632,0
753,Block,0,0,0,0,0,0,0.337757,0
754,Shell,0,0,0,0,0,0,0.339193,0
755,Weighted,0,0,0,0,0,0,0.338478,0
756,Fresh,0,0,0,0,0,0,0.337702,0
757,Explore,0,0,0,0,0,0,0.33563,0
758,Refine,0,0,0,0,0,0,0.497765,0
759,Block,0,0,0,0,0,0,0.338187,0
760,Shell,0,0,0,0,0,0,0.338834,0
761,Weighted,0,0,0,0,0,0,0.305863,0
762,Fresh,0,0,0,0,0,0,0.33445,0
763,Explore,0,0,0,0,0,0,0.31711,0
764,Refine,0,0,0,0,0,0,0.486879,0
765,Block,0,0,0,0,0,0,0.337617,0
766,Shell,0,0,0,0,0,0,0.338331,0
767,Weighted,0,0,0,0,0,0,0.33394,0
768,Fresh,0,0,0,0,0,0,0.320828,0
769,Explore,0,0,0,0,0,0,0.33613,0
770,Refine,0,0,0,0,0,0,0.486422,0
771,Block,0,0,0,0,0,0,0.339917,0
772,Shell,0,0,0,0,0,0,0.340419,0
773,Weighted,0,0,0,0,0,0,0.323508,0
774,Fresh,0,0,0,0,0,0,0.329977,0
775,Explore,0,0,0,0,0,0,0.336236,0
776,Refine,0,0,0,0,0,0,0.499615,0
777,Block,0,0,0,0,0,0,0.341773,0
778,Shell,0,0,0,0,0,0,0.339644,0
779,Weighted,0,0,0,0,0,0,0.32111,0
780,Fresh,0,0,0,0,0,0,0.338389,0
781,Explore,0,0,0,0,0,0,0.32248,0
782,Refine,0,0,0,0,0,0,0.502675,0
783,Block,0,0,0,0,0,0,0.339655,0
784,Shell,0,0,0,0,0,0,0.339243,0
785,Weighted,0,0,0,0,0,0,0.325042,0
786,Fresh,0,0,0,0,0,0,0.324385,0
787,Explore,0,0,0,0,0,0,0.341181,0
788,Refine,0,0,0,0,0,0,0.47424,0
789,Block,0,0,0,0,0,0,0.341114,0
790,Shell,0,0,0,0,0,0,0.34113,0
791,Weighted,0,0,0,0,0,0,0.329138,0
792,Fresh,0,0,0,0,0,0,0.34695,0
793,Explore,0,0,0,0,0,0,0.314889,0
794,Refine,0,0,0,0,0,0,0.483119,0
795,Block,0,0,0,0,0,0,0.34006,0
796,Shell,0,0,0,0,0,0,0.340482,0
797,Weighted,0,0,0,0,0,0,0.339432,0
798,Fresh,0,0,0,0,0,0,0.339642,0
799,Explore,0,0,0,0,0,0,0.326343,0
800,Refine,0,0,0,0,0,0,0.519058,0
801,Block,0,0,0,0,0,0,0.343292,0
802,Shell,0,0,0,0,0,0,0.34365,0
803,Weighted,0,0,0,0,0,0,0.325093,0
804,Fresh,0,0,0,0,0,0,0.336502,0
805,Explore,0,0,0,0,0,0,0.32341,0
806,Refine,0,0,0,0,0,0,0.504853,0
807,Block,0,0,0,0,0,0,0.34162,0
808,Shell,0,0,0,0,0,0,0.344281,0
809,Weighted,0,0,0,0,0,0,0.39058,0
810,Fresh,0,0,0,0,0,0,0.334972,0
811,Explore,0,0,0,0,0,0,0.306862,0
812,Refine,0,0,0,0,0,0,0.501304,0
813,Block,0,0,0,0,0,0,0.34412,0
814,Shell,0,0,0,0,0,0,0.342952,0
815,Weighted,0,0,0,0,0,0,0.341618,0
816,Fresh,0,0,0,0,0,0,0.359351,0
817,Explore,0,0,0,0,0,0,0.33158,0
818,Refine,0,0,0,0,0,0,0.523476,0
819,Block,0,0,0,0,0,0,0.342391,0
820,Shell,0,0,0,0,0,0,0.345056,0
821,Weighted,0,0,0,0,0,0,0.357973,0
822,Fresh,0,0,0,0,0,0,0.314171,0
823,Explore,0,0,0,0,0,0,0.315087,0
824,Refine,0,0,0,0,0,0,0.496197,0
825,Block,0,0,0,0,0,0,0.359438,0
826,Shell,0,0,0,0,0,0,0.343103,0
827,Weighted,0,0,0,0,0,0,0.328206,0
828,Fresh,0,0,0,0,0,0,0.333336,0
829,Explore,0,0,0,0,0,0,0.322915,0
830,Refine,0,0,0,0,0,0,0.510593,0
831,Block,0,0,0,0,0,0,0.360481,0
832,Shell,0,0,0,0,0,0,0.33974,0
833,Weighted,0,0,0,0,0,0,0.322923,0
834,Fresh,0,0,0,0,0,0,0.305229,0
835,Explore,0,0,0,0,0,0,0.332612,0
836,Refine,0,0,0,0,0,0,0.485576,0
837,Block,0,0,0,0,0,0,0.340473,0
838,Shell,0,0,0,0,0,0,0.341278,0
839,Weighted,0,0,0,0,0,0,0.327119,0
840,Fresh,0,0,0,0,0,0,0.321103,0
841,Explore,0,0,0,0,0,0,0.328918,0
842,Refine,0,0,0,0,0,0,0.483102,0
843,Block,0,0,0,0,0,0,0.343521,0
844,Shell,0,0,0,0,0,0,0.341023,0
845,Weighted,0,0,0,0,0,0,0.32234,0
846,Fresh,0,0,0,0,0,0,0.3477,0
847,Explore,0,0,0,0,0,0,0.321796,0
848,Refine,0,0,0,0,0,0,0.491673,0
849,Block,0,0,0,0,0,0,0.342119,0
850,Shell,0,0,0,0,0,0,0.341871,0
851,Weighted,0,0,0,0,0,0,0.331941,0
852,Fresh,0,0,0,0,0,0,0.328827,0
853,Explore,0,0,0,0,0,0,0.316786,0
854,Refine,0,0,0,0,0,0,0.491729,0
855,Block,0,0,0,0,0,0,0.343703,0
856,Shell,0,0,0,0,0,0,0.342463,0
857,Weighted,0,0,0,0,0,0,0.342253,0
858,Fresh,0,0,0,0,0,0,0.317495,0
859,Explore,0,0,0,0,0,0,0.320638,0
860,Refine,0,0,0,0,0,0,0.491026,0
861,Block,0,0,0,0,0,0,0.340426,0
862,Shell,0,0,0,0,0,0,0.343488,0
863,Weighted,0,0,0,0,0,0,0.320839,0
864,Fresh,0,0,0,0,0,0,0.336159,0
865,Explore,0,0,0,0,0,0,0.315769,0
866,Refine,0,0,0,0,0,0,0.490411,0
867,Block,0,0,0,0,0,0,0.340584,0
868,Shell,0,0,0,0,0,0,0.340509,0
869,Weighted,0,0,0,0,0,0,0.312439,0
870,Fresh,0,0,0,0,0,0,0.328619,0
871,Explore,0,0,0,0,0,0,0.323795,0
872,Refine,0,0,0,0,0,0,0.507613,0
873,Block,0,0,0,0,0,0,0.340025,0
874,Shell,0,0,0,0,0,0,0.346098,0
875,Weighted,0,0,0,0,0,0,0.349167,0
876,Fresh,0,0,0,0,0,0,0.337732,0
877,Explore,0,0,0,0,0,0,0.326205,0
878,Refine,0,0,0,0,0,0,0.498795,0
879,Block,0,0,0,0,0,0,0.338842,0
880,Shell,0,0,0,0,0,0,0.341322,0
881,Weighted,0,0,0,0,0,0,0.32745,0
882,Fresh,0,0,0,0,0,0,0.330997,0
883,Explore,0,0,0,0,0,0,0.338087,0
884,Refine,0,0,0,0,0,0,0.502629,0
885,Block,0,0,0,0,0,0,0.358168,0
886,Shell,0,0,0,0,0,0,0.341068,0
887,Weighted,0,0,0,0,0,0,0.336929,0
888,Fresh,0,0,0,0,0,0,0.318067,0
889,Explore,0,0,0,0,0,0,0.333498,0
890,Refine,0,0,0,0,0,0,0.510019,0
891,Block,0,0,0,0,0,0,0.342056,0
892,Shell,0,0,0,0,0,0,0.361172,0
893,Weighted,0,0,0,0,0,0,0.345174,0
894,Fresh,0,0,0,0,0,0,0.319859,0
895,Explore,0,0,0,0,0,0,0.329031,0
896,Refine,0,0,0,0,0,0,0.519358,0
897,Block,0,0,0,0,0,0,0.339718,0
898,Shell,0,0,0,0,0,0,0.349383,0
899,Weighted,0,0,0,0,0,0,0.331311,0
900,Fresh,0,0,0,0,0,0,0.371553,0
901,Explore,0,0,0,0,0,0,0.339247,0
902,Refine,0,0,0,0,0,0,0.49161,0
903,Block,0,0,0,0,0,0,0.341444,0
904,Shell,0,0,0,0,0,0,0.337272,0
905,Weighted,0,0,0,0,0,0,0.310065,0
906,Fresh,0,0,0,0,0,0,0.294905,0
907,Explore,0,0,0,0,0,0,0.313194,0
908,Refine,0,0,0,0,0,0,0.534408,0
909,Block,0,0,0,0,0,0,0.339535,0
910,Shell,0,0,0,0,0,0,0.342751,0
911,Weighted,0,0,0,0,0,0,0.33328,0
912,Fresh,0,0,0,0,0,0,0.330204,0
913,Explore,0,0,0,0,0,0,0.318877,0
914,Refine,0,0,0,0,0,0,0.483875,0
915,Block,0,0,0,0,0,0,0.337994,0
916,Shell,0,0,0,0,0,0,0.342518,0
917,Weighted,0,0,0,0,0,0,0.325711,0
918,Fresh,0,0,0,0,0,0,0.323156,0
919,Explore,0,0,0,0,0,0,0.325622,0
920,Refine,0,0,0,0,0,0,0.493223,0
921,Block,0,0,0,0,0,0,0.337361,0
922,Shell,0,0,0,0,0,0,0.338055,0
923,Weighted,0,0,0,0,0,0,0.319759,0
924,Fresh,0,0,0,0,0,0,0.316448,0
925,Explore,0,0,0,0,0,0,0.312918,0
926,Refine,0,0,0,0,0,0,0.532334,0
927,Block,0,0,0,0,0,0,0.339919,0
928,Shell,0,0,0,0,0,0,0.35557,0
929,Weighted,0,0,0,0,0,0,0.347086,0
930,Fresh,0,0,0,0,0,0,0.313357,0
931,Explore,0,0,0,0,0,0,0.320135,0
932,Refine,0,0,0,0,0,0,0.506149,0
933,Block,0,0,0,0,0,0,0.336614,0
934,Shell,0,0,0,0,0,0,0.355715,0
935,Weighted,0,0,0,0,0,0,0.364084,0
936,Fresh,0,0,0,0,0,0,0.328715,0
937,Explore,0,0,0,0,0,0,0.340592,0
938,Refine,0,0,0,0,0,0,0.512702,0
939,Block,0,0,0,0,0,0,0.363558,0
940,Shell,0,0,0,0,0,0,0.343075,0
941,Weighted,0,0,0,0,0,0,0.347827,0
942,Fresh,0,0,0,0,0,0,0.329196,0
943,Explore,0,0,0,0,0,0,0.302973,0
944,Refine,0,0,0,0,0,0,0.471402,0
945,Block,0,0,0,0,0,0,0.338752,0
946,Shell,0,0,0,0,0,0,0.344555,0
947,Weighted,0,0,0,0,0,0,0.368346,0
948,Fresh,0,0,0,0,0,0,0.301367,0
949,Explore,0,0,0,0,0,0,0.322735,0
950,Refine,0,0,0,0,0,0,0.50859,0
951,Block,0,0,0,0,0,0,0.339795,0
952,Shell,0,0,0,0,0,0,0.340105,0
953,Weighted,0,0,0,0,0,0,0.32771,0
954,Fresh,0,0,0,0,0,0,0.324719,0
955,Explore,0,0,0,0,0,0,0.334927,0
956,Refine,0,0,0,0,0,0,0.502364,0
957,Block,0,0,0,0,0,0,0.340542,0
958,Shell,0,0,0,0,0,0,0.34538,0
959,Weighted,0,0,0,0,0,0,0.33648,0
960,Fresh,0,0,0,0,0,0,0.333258,0
961,Explore,0,0,0,0,0,0,0.327621,0
962,Refine,0,0,0,0,0,0,0.504687,0
963,Block,0,0,0,0,0,0,0.342527,0
964,Shell,0,0,0,0,0,0,0.343492,0
965,Weighted,0,0,0,0,0,0,0.330002,0
966,Fresh,0,0,0,0,0,0,0.337874,0
967,Explore,0,0,0,0,0,0,0.346861,0
968,Refine,0,0,0,0,0,0,0.494981,0
969,Block,0,0,0,0,0,0,0.362723,0
970,Shell,0,0,0,0,0,0,0.344996,0
971,Weighted,0,0,0,0,0,0,0.379306,0
972,Fresh,0,0,0,0,0,0,0.344365,0
973,Explore,0,0,0,0,0,0,0.33999,0
974,Refine,0,0,0,0,0,0,0.533093,0
975,Block,0,0,0,0,0,0,0.37309,0
976,Shell,0,0,0,0,0,0,0.339192,0
977,Weighted,0,0,0,0,0,0,0.33717,0
978,Fresh,0,0,0,0,0,0,0.31632,0
979,Explore,0,0,0,0,0,0,0.309835,0
980,Refine,0,0,0,0,0,0,0.504906,0
981,Block,0,0,0,0,0,0,0.342729,0
982,Shell,0,0,0,0,0,0,0.34279,0
983,Weighted,0,0,0,0,0,0,0.324602,0
984,Fresh,0,0,0,0,0,0,0.319905,0
985,Explore,0,0,0,0,0,0,0.319712,0
986,Refine,0,0,0,0,0,0,0.496582,0
987,Block,0,0,0,0,0,0,0.383128,0
988,Shell,0,0,0,0,0,0,0.34209,0
989,Weighted,0,0,0,0,0,0,0.322233,0
990,Fresh,0,0,0,0,0,0,0.34288,0
991,Explore,0,0,0,0,0,0,0.361979,0
992,Refine,0,0,0,0,0,0,0.54034,0
993,Block,0,0,0,0,0,0,0.340014,0
994,Shell,0,0,0,0,0,0,0.340789,0
995,Weighted,0,0,0,0,0,0,0.316554,0
996,Fresh,0,0,0,0,0,0,0.309328,0
997,Explore,0,0,0,0,0,0,0.31982,0
998,Refine,0,0,0,0,0,0,0.482355,0
999,Block,0,0,0,0,0,0,0.342891,0
1000,Shell,0,0,0,0,0,0,0.350728,0
1001,Weighted,0,0,0,0,0,0,0.32231,0
1002,Fresh,0,0,0,0,0,0,0.329709,0
1003,Explore,0,0,0,0,0,0,0.338243,0
1004,Refine,0,0,0,0,0,0,0.514022,0
1005,Block,0,0,0,0,0,0,0.342593,0
1006,Shell,0,0,0,0,0,0,0.356662,0
1007,Weighted,0,0,0,0,0,0,0.346808,0
1008,Fresh,0,0,0,0,0,0,0.357817,0
1009,Explore,0,0,0,0,0,0,0.357975,0
1010,Refine,0,0,0,0,0,0,0.496721,0
1011,Block,0,0,0,0,0,0,0.342227,0
1012,Shell,0,0,0,0,0,0,0.343785,0
1013,Weighted,0,0,0,0,0,0,0.336222,0
1014,Fresh,0,0,0,0,0,0,0.341269,0
1015,Explore,0,0,0,0,0,0,0.324552,0
1016,Refine,0,0,0,0,0,0,0.548659,0
1017,Block,0,0,0,0,0,0,0.353703,0
1018,Shell,0,0,0,0,0,0,0.343222,0
1019,Weighted,0,0,0,0,0,0,0.337716,0
1020,Fresh,0,0,0,0,0,0,0.33375,0
1021,Explore,0,0,0,0,0,0,0.343415,0
1022,Refine,0,0,0,0,0,0,0.484749,0
1023,Block,0,0,0,0,0,0,0.34924,0
1024,Shell,0,0,0,0,0,0,0.339888,0
1025,Weighted,0,0,0,0,0,0,0.324752,0
1026,Fresh,0,0,0,0,0,0,0.332822,0
1027,Explore,0,0,0,0,0,0,0.330221,0
1028,Refine,0,0,0,0,0,0,0.519223,0
1029,Block,0,0,0,0,0,0,0.341263,0
1030,Shell,0,0,0,0,0,0,0.356572,0
1031,Weighted,0,0,0,0,0,0,0.345706,0
1032,Fresh,0,0,0,0,0,0,0.377582,0
1033,Explore,0,0,0,0,0,0,0.319433,0
1034,Refine,0,0,0,0,0,0,0.514844,0
1035,Block,0,0,0,0,0,0,0.341422,0
1036,Shell,0,0,0,0,0,0,0.343196,0
1037,Weighted,0,0,0,0,0,0,0.339517,0
1038,Fresh,0,0,0,0,0,0,0.386974,0
1039,Explore,0,0,0,0,0,0,0.349607,0
1040,Refine,0,0,0,0,0,0,0.515567,0
1041,Block,0,0,0,0,0,0,0.341439,0
1042,Shell,0,0,0,0,0,0,0.345102,0
1043,Weighted,0,0,0,0,0,0,0.334581,0
1044,Fresh,0,0,0,0,0,0,0.315873,0
1045,Explore,0,0,0,0,0,0,0.314794,0
1046,Refine,0,0,0,0,0,0,0.484467,0
1047,Block,0,0,0,0,0,0,0.345148,0
1048,Shell,0,0,0,0,0,0,0.344536,0
1049,Weighted,0,0,0,0,0,0,0.339358,0
1050,Fresh,0,0,0,0,0,0,0.318403,0
1051,Explore,0,0,0,0,0,0,0.304519,0
1052,Refine,0,0,0,0,0,0,0.511157,0
1053,Block,0,0,0,0,0,0,0.343676,0
1054,Shell,0,0,0,0,0,0,0.345756,0
1055,Weighted,0,0,0,0,0,0,0.317534,0
1056,Fresh,0,0,0,0,0,0,0.323029,0
1057,Explore,0,0,0,0,0,0,0.34082,0
1058,Refine,0,0,0,0,0,0,0.522691,0
1059,Block,0,0,0,0,0,0,0.34338,0
1060,Shell,0,0,0,0,0,0,0.345602,0
1061,Weighted,0,0,0,0,0,0,0.309371,0
1062,Fresh,0,0,0,0,0,0,0.365721,0
1063,Explore,0,0,0,0,0,0,0.31382,0
1064,Refine,0,0,0,0,0,0,0.490106,0
1065,Block,0,0,0,0,0,0,0.344673,0
1066,Shell,0,0,0,0,0,0,0.378168,0
1067,Weighted,0,0,0,0,0,0,0.324338,0
1068,Fresh,0,0,0,0,0,0,0.36518,0
1069,Explore,0,0,0,0,0,0,0.354829,0
1070,Refine,0,0,0,0,0,0,0.500961,0
1071,Block,0,0,0,0,0,0,0.388141,0
1072,Shell,0,0,0,0,0,0,0.350513,0
1073,Weighted,0,0,0,0,0,0,0.317961,0
1074,Fresh,0,0,0,0,0,0,0.368604,0
1075,Explore,0,0,0,0,0,0,0.333458,0
1076,Refine,0,0,0,0,0,0,0.504955,0
1077,Block,0,0,0,0,0,0,0.390358,0
1078,Shell,0,0,0,0,0,0,0.360511,0
1079,Weighted,0,0,0,0,0,0,0.347972,0
1080,Fresh,0,0,0,0,0,0,0.338831,0
1081,Explore,0,0,0,0,0,0,0.325034,0
1082,Refine,0,0,0,0,0,0,0.515179,0
1083,Block,0,0,0,0,0,0,0.378316,0
1084,Shell,0,0,0,0,0,0,0.36052,0
1085,Weighted,0,0,0,0,0,0,0.331547,0
1086,Fresh,0,0,0,0,0,0,0.327723,0
1087,Explore,0,0,0,0,0,0,0.350629,0
1088,Refine,0,0,0,0,0,0,0.500085,0
1089,Block,0,0,0,0,0,0,0.378834,0
1090,Shell,0,0,0,0,0,0,0.347415,0
1091,Weighted,0,0,0,0,0,0,0.342162,0
1092,Fresh,0,0,0,0,0,0,0.363443,0
1093,Explore,0,0,0,0,0,0,0.322052,0
1094,Refine,0,0,0,0,0,0,0.497176,0
1095,Block,0,0,0,0,0,0,0.381752,0
1096,Shell,0,0,0,0,0,0,0.352197,0
